user_id,days_since_last_trip,trips_last_30d,monetary_total,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preffered_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,days_since_last_session,has_session
R01030,4,3,465.07,5,4,5,5,33.57,17.27,1.19,0.38,0.33,0.1,0.14,0,4.338,6.0,6.0,140.33,2.83,0.0,397.13,532,0.75,21,0.0,1
R01031,1,2,399.83,5,3,4,4,34.68,14.95,1.09,0.27,0.23,0.32,0.05,0,4.495,8.0,8.0,66.12,3.25,0.0,214.89,705,0.67,22,0.0,1
R01032,14,1,331.42,3,2,2,2,34.67,14.55,1.06,0.24,0.29,0.29,0.1,0,4.171,5.0,5.0,17.6,3.6,0.2,63.36,504,0.5,19,0.0,1
R01033,4,1,283.16,5,2,1,3,32.88,14.45,1.11,0.25,0.25,0.44,0.25,0,4.212,8.0,8.0,163.25,3.25,0.12,530.56,712,0.5,16,0.0,1
R01035,33,0,386.14,1,1,3,2,34.81,14.18,1.2,0.19,0.43,0.14,0.14,0,4.181,4.0,4.0,27.75,3.5,0.0,97.12,96,0.0,20,0.0,1
R01036,1,3,303.62,5,4,2,4,26.28,14.39,1.12,0.72,0.28,0.22,0.22,0,4.539,2.0,2.0,92.0,4.5,0.5,414.0,452,0.75,18,0.0,1
R01038,35,0,634.98,1,1,5,2,34.34,17.14,1.21,0.31,0.28,0.24,0.38,0,4.193,3.0,3.0,73.33,1.67,0.0,122.46,640,0.0,29,0.0,1
R01039,34,0,336.16,1,1,2,1,28.39,15.73,1.13,0.22,0.44,0.39,0.06,0,4.228,3.0,3.0,99.33,3.67,0.0,364.54,123,0.0,18,0.0,1
R01040,46,0,391.98,1,1,3,2,31.81,16.29,1.1,0.29,0.19,0.38,0.1,0,4.376,5.0,5.0,55.8,2.8,0.2,156.24,254,0.0,19,0.0,1
R01041,15,2,235.05,3,3,1,2,37.53,13.28,1.12,0.33,0.27,0.13,0.2,0,4.273,4.0,4.0,129.5,2.0,0.0,259.0,181,0.67,14,0.0,1
R01042,6,5,451.1,4,5,4,4,34.12,14.95,1.13,0.4,0.2,0.2,0.2,0,4.036,3.0,3.0,5.67,3.0,0.33,17.01,434,0.83,25,0.0,1
R01043,20,2,389.21,2,3,3,3,42.46,13.2,1.17,0.33,0.42,0.29,0.25,0,3.921,9.0,9.0,105.78,3.44,0.11,363.88,445,0.67,22,0.0,1
R01044,2,4,322.91,5,5,2,4,33.63,14.87,1.05,0.37,0.16,0.42,0.05,0,4.253,6.0,6.0,116.83,3.33,0.0,389.04,357,0.8,19,0.0,1
R01045,30,0,349.26,1,1,3,2,36.31,16.91,1.16,0.31,0.25,0.25,0.12,0,3.975,6.0,6.0,93.0,3.33,0.0,309.69,167,0.0,16,0.0,1
R01046,2,3,513.81,5,4,5,5,31.7,17.99,1.16,0.17,0.52,0.35,0.22,0,4.183,2.0,2.0,24.5,3.5,0.0,85.75,71,0.75,21,0.0,1
R01047,4,2,284.81,5,3,1,3,29.0,14.56,1.11,0.29,0.53,0.29,0.18,0,4.294,3.0,3.0,58.33,3.33,0.0,194.24,103,0.67,17,0.0,1
R01048,2,1,195.07,5,2,1,3,24.07,12.35,1.07,0.43,0.21,0.43,0.07,0,4.071,1.0,1.0,159.0,1.0,0.0,159.0,193,0.5,13,0.0,1
R01049,25,1,364.73,2,2,3,2,33.94,15.89,1.22,0.29,0.29,0.18,0.47,0,4.271,1.0,1.0,13.0,5.0,0.0,65.0,345,0.5,17,0.0,1
R01050,0,3,415.14,5,4,4,4,32.46,14.21,1.08,0.19,0.42,0.23,0.12,0,4.058,8.0,8.0,57.38,1.38,0.0,79.18,522,0.75,25,0.0,1
R01051,67,0,249.46,1,1,1,1,33.64,14.27,1.15,0.21,0.21,0.29,0.14,0,3.929,4.0,4.0,19.75,2.5,0.0,49.38,289,0.0,14,0.0,1
R01052,2,2,267.1,5,3,1,3,28.33,13.57,1.06,0.33,0.17,0.17,0.17,0,4.306,5.0,5.0,52.4,4.2,0.2,220.08,506,0.67,18,0.0,1
R01053,14,2,365.64,3,3,3,3,31.74,15.95,1.15,0.26,0.63,0.21,0.32,0,4.126,7.0,7.0,14.43,3.14,0.14,45.31,671,0.67,19,0.0,1
R01054,2,2,571.04,5,3,5,4,29.67,15.92,1.13,0.23,0.1,0.27,0.2,0,4.15,6.0,6.0,99.83,3.17,0.17,316.46,569,0.67,28,0.0,1
R01055,1,4,322.8,5,5,2,4,29.6,13.89,1.12,0.45,0.15,0.3,0.15,0,4.185,3.0,3.0,263.0,1.67,0.67,439.21,66,0.8,20,0.0,1
R01056,0,1,385.2,5,2,3,3,30.89,16.47,1.23,0.28,0.61,0.5,0.28,0,4.378,7.0,7.0,46.71,2.43,0.14,113.51,156,0.5,17,0.0,1
R01057,22,1,358.71,2,2,3,2,29.32,13.83,1.24,0.11,0.37,0.42,0.32,0,4.226,1.0,1.0,9.0,3.0,0.0,27.0,175,0.5,18,0.0,1
R01058,2,2,401.5,5,3,4,4,32.14,16.15,1.09,0.48,0.33,0.24,0.14,0,4.305,5.0,5.0,32.2,3.0,0.0,96.6,557,0.67,21,0.0,1
R01059,87,0,320.17,1,1,2,1,31.89,14.81,1.11,0.28,0.39,0.28,0.11,0,4.172,3.0,3.0,49.33,4.0,0.0,197.32,69,0.0,17,0.0,1
R01060,37,0,587.35,1,1,5,2,30.82,19.21,1.25,0.59,0.27,0.41,0.32,0,4.273,1.0,1.0,0.0,1.0,1.0,0.0,473,0.0,22,0.0,1
R01061,33,0,351.31,1,1,3,2,34.29,15.88,1.24,0.35,0.65,0.35,0.29,0,4.029,14.0,14.0,112.93,3.07,0.07,346.7,455,0.0,17,0.0,1
R01062,14,1,393.07,3,2,3,3,30.75,16.44,1.12,0.25,0.5,0.4,0.15,0,4.23,3.0,3.0,90.0,3.0,0.0,270.0,243,0.5,20,0.0,1
R01063,40,0,389.06,1,1,3,2,36.0,15.84,1.21,0.22,0.22,0.17,0.17,0,4.133,5.0,5.0,439.8,1.6,0.0,703.68,101,0.0,18,0.0,1
R01064,15,2,336.55,3,3,2,3,23.71,15.97,1.16,0.35,0.24,0.35,0.18,0,4.047,7.0,7.0,25.71,2.43,0.0,62.48,388,0.67,17,0.0,1
R01065,9,3,370.19,4,4,3,4,27.48,14.91,1.11,0.52,0.43,0.19,0.14,0,4.133,6.0,6.0,21.67,2.67,0.33,57.86,727,0.75,21,0.0,1
R01066,10,3,470.32,3,4,5,4,29.52,15.82,1.14,0.32,0.56,0.32,0.36,0,3.988,4.0,4.0,279.5,3.5,0.0,978.25,649,0.75,25,0.0,1
R01069,4,1,477.26,5,2,5,4,34.96,14.8,1.18,0.6,0.32,0.2,0.24,0,4.184,3.0,3.0,86.0,3.33,0.33,286.38,529,0.5,25,0.0,1
R01070,1,3,382.1,5,4,3,4,26.04,14.53,1.1,0.26,0.26,0.09,0.13,0,4.265,7.0,7.0,44.43,3.86,0.43,171.5,514,0.75,22,0.0,1
R01071,8,3,568.84,4,4,5,4,35.72,17.36,1.22,0.24,0.24,0.36,0.12,0,3.828,5.0,5.0,66.4,2.8,0.2,185.92,600,0.75,22,0.0,1
R01072,4,1,313.25,5,2,2,3,36.19,13.09,1.09,0.33,0.24,0.24,0.1,0,4.219,3.0,3.0,38.67,3.67,0.0,141.92,170,0.5,21,0.0,1
R01073,37,0,350.34,1,1,3,2,31.88,16.45,1.14,0.53,0.35,0.12,0.12,0,4.335,1.0,1.0,971.0,1.0,0.0,971.0,65,0.0,17,0.0,1
R01075,8,3,367.61,4,4,3,4,27.74,15.54,1.16,0.26,0.16,0.37,0.32,0,3.937,4.0,4.0,48.25,2.75,0.0,132.69,282,0.75,19,0.0,1
R01076,11,1,315.6,3,2,2,2,27.19,15.08,1.17,0.25,0.5,0.25,0.19,0,4.394,7.0,7.0,180.43,3.71,0.0,669.4,577,0.5,16,0.0,1
R01077,9,2,205.45,4,3,1,3,30.38,13.4,1.14,0.38,0.0,0.31,0.15,0,4.338,5.0,5.0,57.2,2.4,0.0,137.28,382,0.67,13,0.0,1
R01079,17,3,406.06,2,4,4,3,35.18,15.06,1.14,0.45,0.45,0.14,0.18,0,4.186,2.0,2.0,79.0,3.5,0.5,276.5,645,0.75,19,0.0,1
R01080,61,0,406.29,1,1,4,2,29.9,15.79,1.18,0.2,0.3,0.2,0.3,0,4.29,11.0,11.0,116.45,2.91,0.18,338.87,312,0.0,19,0.0,1
R01082,28,1,472.87,2,2,5,3,33.38,15.09,1.14,0.35,0.23,0.31,0.19,0,4.073,5.0,5.0,34.0,2.4,0.0,81.6,102,0.5,26,0.0,1
R01083,4,5,378.45,5,5,3,4,29.41,16.62,1.23,0.29,0.41,0.24,0.18,0,4.306,3.0,3.0,10.67,3.33,0.0,35.53,702,0.83,16,0.0,1
R01084,35,0,247.44,1,1,1,1,31.21,15.05,1.09,0.5,0.36,0.43,0.07,0,4.114,4.0,4.0,336.75,2.75,0.25,926.06,66,0.0,13,0.0,1
R01086,41,0,320.83,1,1,2,1,35.35,14.89,1.21,0.47,0.12,0.18,0.24,0,4.276,4.0,4.0,101.5,4.5,0.25,456.75,313,0.0,16,0.0,1
R01087,23,1,318.75,2,2,2,2,33.67,13.16,1.1,0.38,0.33,0.19,0.14,0,4.167,4.0,4.0,27.0,3.0,0.0,81.0,556,0.5,18,0.0,1
R01088,1,3,545.45,5,4,5,5,24.78,16.2,1.16,0.37,0.67,0.37,0.19,0,4.074,6.0,6.0,41.33,2.83,0.33,116.96,174,0.75,27,0.0,1
R01089,54,0,385.69,1,1,3,2,37.0,16.73,1.13,0.5,0.44,0.39,0.22,0,4.117,6.0,6.0,123.67,3.17,0.33,392.03,586,0.0,18,0.0,1
R01090,7,2,341.86,4,3,2,3,30.75,15.12,1.1,0.15,0.15,0.2,0.15,0,3.8,1.0,1.0,9.0,5.0,0.0,45.0,313,0.67,19,0.0,1
R01091,29,1,425.22,2,2,4,3,40.59,16.3,1.15,0.09,0.23,0.41,0.0,0,4.236,3.0,3.0,178.0,2.33,0.0,414.74,235,0.5,21,0.0,1
R01092,5,3,241.49,4,4,1,3,28.5,13.66,1.08,0.19,0.31,0.38,0.06,0,4.056,5.0,5.0,178.6,2.8,0.0,500.08,663,0.75,15,0.0,1
R01093,5,1,289.46,4,2,1,2,32.79,16.8,1.15,0.36,0.79,0.36,0.14,0,4.257,2.0,2.0,22.5,4.0,0.0,90.0,100,0.5,14,0.0,1
R01094,10,1,284.67,3,2,1,2,34.8,14.43,1.23,0.13,0.2,0.47,0.13,0,4.3,2.0,2.0,252.5,3.0,0.0,757.5,291,0.5,15,0.0,1
R01095,37,0,440.39,1,1,4,2,27.38,19.26,1.28,0.19,0.06,0.06,0.12,0,4.444,5.0,5.0,276.0,3.2,0.0,883.2,180,0.0,16,0.0,1
R01096,50,0,388.36,1,1,3,2,29.75,15.94,1.14,0.4,0.3,0.5,0.15,0,4.15,3.0,3.0,100.0,2.67,0.0,267.0,65,0.0,20,0.0,1
R01097,9,2,286.72,4,3,1,3,31.67,15.67,1.16,0.33,0.27,0.33,0.33,0,4.213,3.0,3.0,38.67,3.33,0.0,128.77,468,0.67,15,0.0,1
R01098,67,0,433.1,1,1,4,2,26.26,15.78,1.13,0.13,0.52,0.35,0.04,0,4.239,9.0,9.0,54.44,2.78,0.0,151.34,341,0.0,22,0.0,1
R01099,6,2,338.71,4,3,2,3,36.95,14.77,1.06,0.35,0.2,0.4,0.15,0,4.055,4.0,4.0,25.0,3.5,0.0,87.5,689,0.67,19,0.0,1
R01100,46,0,560.76,1,1,5,2,27.74,16.71,1.18,0.3,0.3,0.19,0.33,0,4.17,4.0,4.0,43.0,2.25,0.5,96.75,78,0.0,26,0.0,1
R01101,1,3,416.08,5,4,4,4,40.0,14.53,1.12,0.33,0.46,0.25,0.17,0,4.179,2.0,2.0,81.0,3.5,0.0,283.5,370,0.75,24,0.0,1
R01102,0,6,262.26,5,5,1,4,37.18,13.14,1.12,0.29,0.24,0.18,0.18,0,4.335,3.0,3.0,159.0,4.0,0.33,636.0,75,0.86,16,0.0,1
R01103,9,5,426.91,4,5,4,4,27.86,16.0,1.15,0.57,0.14,0.38,0.19,0,4.171,3.0,3.0,61.33,2.0,0.0,122.66,540,0.83,21,0.0,1
R01104,3,2,249.54,5,3,1,3,28.87,13.67,1.1,0.4,0.53,0.33,0.13,0,4.193,5.0,5.0,24.0,1.8,0.2,43.2,475,0.67,15,0.0,1
R01105,0,3,369.81,5,4,3,4,34.26,14.78,1.23,0.32,0.21,0.26,0.11,0,4.089,5.0,5.0,115.0,2.8,0.0,322.0,649,0.75,19,0.0,1
R01106,11,1,666.57,3,2,5,3,31.27,17.92,1.3,0.31,0.19,0.27,0.42,0,4.058,7.0,7.0,126.57,2.29,0.0,289.85,111,0.5,25,0.0,1
R01107,21,2,450.25,2,3,4,3,30.95,16.55,1.16,0.27,0.27,0.41,0.32,0,4.136,1.0,1.0,401.0,3.0,0.0,1203.0,667,0.67,22,0.0,1
R01108,10,4,396.93,3,5,3,4,26.74,14.76,1.12,0.22,0.13,0.22,0.17,0,4.204,3.0,3.0,181.0,1.67,0.0,302.27,240,0.8,22,0.0,1
R01109,2,2,259.2,5,3,1,3,34.71,13.55,1.09,0.29,0.41,0.35,0.35,0,4.129,7.0,7.0,58.29,1.71,0.0,99.68,348,0.67,17,0.0,1
R01110,9,1,164.19,4,2,1,2,31.38,17.06,1.15,0.38,0.62,0.12,0.12,0,4.375,11.0,11.0,59.27,2.91,0.09,172.48,194,0.5,8,0.0,1
R01111,53,0,275.1,1,1,1,1,38.53,14.14,1.08,0.29,0.24,0.35,0.18,0,4.118,2.0,2.0,16.5,2.5,0.0,41.25,284,0.0,17,0.0,1
R01112,31,0,353.71,1,1,3,2,31.18,17.26,1.15,0.35,0.24,0.06,0.12,0,4.335,11.0,11.0,33.82,3.55,0.18,120.06,206,0.0,17,0.0,1
R01113,45,0,421.5,1,1,4,2,33.05,16.06,1.15,0.23,0.59,0.27,0.27,0,4.15,5.0,5.0,89.4,2.2,0.0,196.68,508,0.0,21,0.0,1
R01114,24,1,200.84,2,2,1,2,25.0,17.52,1.11,0.2,0.7,0.2,0.1,0,4.0,7.0,7.0,47.71,3.0,0.14,143.13,294,0.5,10,0.0,1
R01115,38,0,437.97,1,1,4,2,27.32,14.87,1.18,0.14,0.36,0.27,0.14,0,4.236,2.0,2.0,0.5,1.5,0.0,0.75,246,0.0,22,0.0,1
R01116,11,4,500.19,3,5,5,4,33.09,15.57,1.21,0.39,0.26,0.17,0.13,0,4.317,5.0,5.0,335.8,2.2,0.0,738.76,176,0.8,23,0.0,1
R01117,10,4,242.77,3,5,1,3,29.67,13.41,1.11,0.27,0.4,0.13,0.13,0,4.4,4.0,4.0,20.5,3.0,0.0,61.5,295,0.8,14,0.0,1
R01118,57,0,314.83,1,1,2,1,28.72,15.03,1.09,0.56,0.11,0.28,0.06,0,4.217,6.0,6.0,25.17,3.67,0.0,92.37,517,0.0,18,0.0,1
R01119,0,3,492.88,5,4,5,5,33.41,17.3,1.19,0.36,0.18,0.36,0.32,0,4.214,6.0,6.0,45.83,2.67,0.17,122.37,580,0.75,22,0.0,1
R01120,7,2,435.12,4,3,4,4,33.0,15.94,1.18,0.32,0.27,0.41,0.23,0,4.15,3.0,3.0,19.33,2.67,0.0,51.61,209,0.67,21,0.0,1
R01121,47,0,380.34,1,1,3,2,31.14,14.63,1.12,0.57,0.38,0.38,0.19,0,3.995,4.0,4.0,68.25,2.0,1.0,136.5,66,0.0,21,0.0,1
R01122,18,1,512.65,2,2,5,3,34.72,15.25,1.25,0.32,0.36,0.44,0.28,0,4.308,6.0,6.0,131.5,2.67,0.17,351.1,234,0.5,25,0.0,1
R01123,1,4,449.73,5,5,4,5,25.72,16.21,1.08,0.16,0.4,0.28,0.08,0,4.276,8.0,8.0,40.12,2.38,0.0,95.49,105,0.8,23,0.0,1
R01124,14,3,350.01,3,4,3,3,34.05,14.33,1.14,0.25,0.25,0.4,0.25,0,4.38,0.0,0.0,0.0,0.0,0.0,0.0,621,0.75,19,999.0,0
R01125,17,2,311.39,2,3,2,2,28.0,13.44,1.24,0.47,0.18,0.29,0.18,0,3.971,2.0,2.0,61.5,3.0,0.0,184.5,403,0.67,16,0.0,1
R01126,14,1,408.78,3,2,4,3,31.18,16.09,1.05,0.41,0.18,0.23,0.05,0,4.205,6.0,6.0,84.0,1.67,0.0,140.28,339,0.5,21,0.0,1
R01127,5,2,291.67,4,3,1,3,32.95,13.95,1.06,0.32,0.42,0.32,0.05,0,4.211,5.0,5.0,103.6,2.6,0.4,269.36,302,0.67,18,0.0,1
R01128,1,1,334.85,5,2,2,3,26.32,15.24,1.1,0.26,0.32,0.32,0.11,0,4.042,3.0,3.0,53.0,2.67,0.0,141.51,401,0.5,19,0.0,1
R01129,4,1,339.55,5,2,2,3,36.68,14.97,1.16,0.58,0.42,0.11,0.42,0,4.111,4.0,4.0,289.5,2.0,0.25,579.0,680,0.5,18,0.0,1
R01130,3,3,285.99,5,4,1,3,26.89,15.16,1.01,0.28,0.22,0.33,0.11,0,4.283,11.0,11.0,194.91,2.73,0.18,532.1,411,0.75,17,0.0,1
R01131,2,3,280.58,5,4,1,3,34.44,14.1,1.07,0.22,0.39,0.11,0.28,0,4.083,9.0,9.0,168.78,2.78,0.11,469.21,605,0.75,18,0.0,1
R01132,41,0,308.82,1,1,2,1,30.58,13.8,1.12,0.37,0.26,0.26,0.37,0,4.111,2.0,2.0,6.5,3.0,0.0,19.5,643,0.0,16,0.0,1
R01134,2,1,408.3,5,2,4,4,32.33,14.55,1.21,0.57,0.33,0.24,0.29,0,3.976,6.0,6.0,61.5,2.5,0.33,153.75,445,0.5,21,0.0,1
R01135,31,0,239.82,1,1,1,1,31.33,15.87,1.21,0.25,0.08,0.42,0.17,0,4.425,3.0,3.0,32.33,1.67,0.0,53.99,627,0.0,12,0.0,1
R01136,36,0,250.67,1,1,1,1,36.15,15.91,1.11,0.46,0.31,0.38,0.15,0,4.292,5.0,5.0,118.8,2.2,0.0,261.36,306,0.0,13,0.0,1
R01137,1,2,549.08,5,3,5,4,31.43,18.4,1.28,0.33,0.52,0.33,0.19,0,3.986,6.0,6.0,27.0,3.5,0.0,94.5,284,0.67,21,0.0,1
R01138,10,1,322.8,3,2,2,2,34.18,15.24,1.11,0.53,0.29,0.12,0.24,0,4.482,0.0,0.0,0.0,0.0,0.0,0.0,256,0.5,15,999.0,0
R01140,11,4,269.8,3,5,1,3,28.33,15.68,1.08,0.47,0.33,0.27,0.27,0,4.16,5.0,5.0,85.6,3.2,0.0,273.92,151,0.8,14,0.0,1
R01141,1,4,462.56,5,5,5,5,35.81,14.82,1.1,0.33,0.37,0.15,0.19,0,4.133,5.0,5.0,32.0,3.8,0.2,121.6,435,0.8,26,0.0,1
R01142,27,1,277.15,2,2,1,2,35.69,16.03,1.04,0.38,0.31,0.44,0.12,0,3.738,4.0,4.0,64.0,2.0,0.0,128.0,470,0.5,16,0.0,1
R01143,9,1,422.72,4,2,4,3,28.0,16.0,1.14,0.33,0.24,0.33,0.24,0,4.148,5.0,5.0,63.2,1.4,0.2,88.48,274,0.5,21,0.0,1
R01144,11,1,435.49,3,2,4,3,34.85,16.37,1.2,0.25,0.2,0.25,0.2,0,4.195,4.0,4.0,43.0,4.25,0.0,182.75,587,0.5,20,0.0,1
R01145,14,2,463.74,3,3,5,4,34.25,15.36,1.17,0.25,0.21,0.25,0.21,0,4.196,6.0,6.0,31.33,2.17,0.17,67.99,283,0.67,24,0.0,1
R01146,17,1,439.8,2,2,4,3,38.8,15.15,1.11,0.24,0.48,0.28,0.2,0,4.148,5.0,5.0,158.8,3.8,0.2,603.44,127,0.5,23,0.0,1
R01147,2,4,382.36,5,5,3,4,32.16,15.86,1.16,0.32,0.26,0.37,0.26,0,4.111,9.0,9.0,41.89,2.33,0.33,97.6,91,0.8,19,0.0,1
R01148,9,4,498.72,4,5,5,5,31.83,18.31,1.28,0.28,0.33,0.11,0.28,0,4.3,4.0,4.0,71.0,2.5,0.0,177.5,526,0.8,18,0.0,1
R01149,3,2,262.51,5,3,1,3,38.07,15.34,1.11,0.43,0.43,0.36,0.21,0,4.271,5.0,5.0,92.8,4.2,0.0,389.76,314,0.67,13,-1.0,1
R01150,11,1,459.71,3,2,4,3,32.0,15.44,1.09,0.27,0.27,0.27,0.23,0,4.346,1.0,1.0,47.0,5.0,0.0,235.0,708,0.5,25,0.0,1
R01151,18,1,366.63,2,2,3,2,29.22,14.06,1.08,0.3,0.17,0.22,0.09,0,4.174,7.0,7.0,40.86,3.14,0.0,128.3,614,0.5,22,0.0,1
R01152,29,1,283.34,2,2,1,2,35.36,15.55,1.16,0.36,0.36,0.57,0.21,0,4.064,2.0,2.0,245.0,1.0,0.0,245.0,321,0.5,14,0.0,1
R01153,9,2,288.93,4,3,1,3,34.12,15.22,1.11,0.19,0.19,0.25,0.12,0,4.269,11.0,11.0,220.91,2.55,0.18,563.32,652,0.67,16,0.0,1
R01155,1,5,413.74,5,5,4,5,30.7,15.49,1.11,0.43,0.39,0.22,0.26,0,4.217,8.0,8.0,362.5,3.25,0.38,1178.12,491,0.83,23,0.0,1
R01156,1,1,350.71,5,2,3,3,34.48,14.72,1.1,0.38,0.19,0.33,0.24,0,4.262,3.0,3.0,44.0,3.67,0.33,161.48,160,0.5,20,0.0,1
R01157,6,2,506.95,4,3,5,4,30.58,16.73,1.11,0.27,0.27,0.27,0.15,0,4.042,5.0,5.0,59.8,3.0,0.0,179.4,67,0.67,26,0.0,1
R01158,21,2,273.96,2,3,1,2,31.81,14.79,1.11,0.25,0.31,0.31,0.12,0,4.331,7.0,7.0,181.71,2.71,0.14,492.43,549,0.67,16,0.0,1
R01159,47,0,341.34,1,1,2,1,25.13,17.98,1.16,0.33,0.27,0.07,0.2,0,4.193,4.0,4.0,82.0,3.5,0.0,287.0,225,0.0,14,0.0,1
R01160,66,0,208.91,1,1,1,1,30.0,16.28,1.15,0.18,0.18,0.18,0.18,0,4.655,7.0,7.0,58.57,2.57,0.0,150.52,272,0.0,11,0.0,1
R01161,3,2,383.98,5,3,3,4,29.47,18.55,1.27,0.47,0.4,0.33,0.53,0,4.187,3.0,3.0,56.33,3.67,0.33,206.73,433,0.67,13,0.0,1
R01162,7,1,291.75,4,2,1,2,33.54,17.16,1.19,0.46,0.54,0.15,0.08,0,4.169,3.0,3.0,44.67,3.33,0.0,148.75,424,0.5,13,0.0,1
R01163,15,1,240.24,3,2,1,2,27.38,12.54,1.11,0.5,0.25,0.31,0.19,0,4.144,4.0,4.0,55.0,2.5,0.25,137.5,680,0.5,16,0.0,1
R01164,8,3,525.4,4,4,5,4,31.77,17.34,1.13,0.12,0.46,0.35,0.15,0,4.085,6.0,6.0,70.67,3.17,0.0,224.02,725,0.75,25,0.0,1
R01165,10,5,415.1,3,5,4,4,32.74,15.38,1.1,0.57,0.13,0.17,0.13,0,4.222,7.0,7.0,60.57,3.43,0.43,207.76,520,0.83,23,0.0,1
R01166,35,0,588.64,1,1,5,2,34.52,15.66,1.22,0.41,0.31,0.31,0.14,0,4.238,4.0,4.0,35.75,1.25,0.0,44.69,454,0.0,29,0.0,1
R01167,26,1,256.56,2,2,1,2,29.0,13.3,1.1,0.75,0.25,0.31,0.19,0,4.206,2.0,2.0,14.5,5.0,0.5,72.5,462,0.5,14,0.0,1
R01168,11,2,446.92,3,3,4,3,29.6,14.84,1.14,0.24,0.36,0.44,0.2,0,4.208,4.0,4.0,22.75,3.5,0.0,79.62,544,0.67,23,0.0,1
R01169,6,2,431.18,4,3,4,4,35.9,17.24,1.17,0.65,0.15,0.3,0.3,0,4.11,5.0,5.0,41.4,3.2,0.4,132.48,355,0.67,20,0.0,1
R01170,2,2,480.48,5,3,5,4,31.35,17.39,1.21,0.5,0.2,0.4,0.2,0,4.245,3.0,3.0,602.0,2.67,0.0,1607.34,528,0.67,20,0.0,1
R01171,13,1,331.54,3,2,2,2,34.21,15.6,1.2,0.36,0.36,0.43,0.21,0,4.036,4.0,4.0,93.0,2.0,0.0,186.0,183,0.5,14,0.0,1
R01172,19,1,391.77,2,2,3,2,40.6,13.13,1.13,0.32,0.24,0.2,0.2,0,4.136,6.0,6.0,65.83,2.33,0.0,153.38,529,0.5,23,0.0,1
R01173,1,3,530.68,5,4,5,5,29.05,19.18,1.17,0.57,0.29,0.33,0.24,0,4.371,4.0,4.0,58.5,2.5,0.0,146.25,402,0.75,20,0.0,1
R01174,24,1,285.3,2,2,1,2,26.59,13.86,1.11,0.24,0.53,0.24,0.06,0,4.129,5.0,5.0,23.6,2.8,0.0,66.08,408,0.5,16,0.0,1
R01177,44,0,365.89,1,1,3,2,37.14,14.65,1.1,0.32,0.14,0.18,0.32,0,4.15,3.0,3.0,67.33,2.33,0.33,156.88,173,0.0,22,0.0,1
R01178,16,2,309.73,3,3,2,3,24.5,14.97,1.09,0.28,0.28,0.22,0.06,0,3.9,4.0,4.0,76.5,2.75,0.25,210.38,141,0.67,18,0.0,1
R01179,10,2,461.18,3,3,5,4,33.83,15.39,1.2,0.29,0.38,0.42,0.25,0,4.212,9.0,9.0,152.89,3.56,0.0,544.29,291,0.67,23,0.0,1
R01180,12,2,373.89,3,3,3,3,31.52,14.82,1.12,0.33,0.05,0.38,0.05,0,4.257,7.0,7.0,294.43,2.43,0.14,715.46,464,0.67,20,0.0,1
R01181,55,0,353.58,1,1,3,2,33.0,14.78,1.09,0.35,0.4,0.4,0.15,0,4.26,1.0,1.0,9.0,3.0,1.0,27.0,710,0.0,20,0.0,1
R01182,25,1,336.33,2,2,2,2,30.05,14.26,1.1,0.55,0.55,0.15,0.1,0,4.13,5.0,5.0,117.2,2.4,0.6,281.28,251,0.5,17,0.0,1
R01183,31,0,306.88,1,1,2,1,33.64,16.28,1.27,0.07,0.36,0.36,0.29,0,4.029,6.0,6.0,52.67,2.33,0.17,122.72,302,0.0,13,0.0,1
R01185,1,4,690.74,5,5,5,5,29.0,18.14,1.23,0.71,0.21,0.29,0.0,0,4.279,7.0,7.0,47.71,2.57,0.57,122.61,641,0.8,24,0.0,1
R01186,5,2,415.99,4,3,4,4,24.89,15.97,1.25,0.32,0.47,0.32,0.32,0,4.116,1.0,1.0,19.0,2.0,0.0,38.0,417,0.67,18,0.0,1
R01187,62,0,184.31,1,1,1,1,31.56,17.82,1.08,0.56,0.33,0.11,0.22,0,4.1,8.0,8.0,90.38,3.12,0.12,281.99,257,0.0,9,0.0,1
R01188,4,2,394.58,5,3,3,4,31.5,16.91,1.22,0.17,0.22,0.11,0.28,0,4.2,6.0,6.0,32.5,2.5,0.17,81.25,516,0.67,17,0.0,1
R01189,13,3,493.6,3,4,5,4,34.05,16.26,1.2,0.59,0.5,0.18,0.32,0,4.05,7.0,7.0,42.0,2.14,0.57,89.88,581,0.75,21,0.0,1
R01190,12,3,387.08,3,4,3,3,26.27,14.6,1.12,0.32,0.18,0.32,0.14,0,4.314,4.0,4.0,20.75,2.75,0.0,57.06,456,0.75,21,0.0,1
R01191,13,2,340.06,3,3,2,3,33.39,14.91,1.19,0.17,0.17,0.28,0.28,0,4.367,8.0,8.0,46.0,2.25,0.0,103.5,521,0.67,18,0.0,1
R01192,45,0,388.95,1,1,3,2,24.43,14.64,1.13,0.67,0.19,0.24,0.19,0,4.352,3.0,3.0,35.0,3.0,0.67,105.0,314,0.0,21,0.0,1
